Name,Website,Phone,City,State,Full.Address,Date.Verified,Lon,Lat
Planned Parenthood- Winston-Salem Health Center***,https://www.plannedparenthood.org/health-center/north-carolina/winston-salem/27103/winston-salem-health-center-2845-90860,(336) 768-2980,Winston-Salem,North Carolina,"3000 Maplewood Ave, Winston-Salem, North Carolina",3/1/18,-80.292897,36.080029
Red River Women's Clinic***,http://www.redriverwomensclinic.com/,1-888-928-9009,Fargo,North Dakota,"512 First Avenue North, Fargo, North Dakota",10/4/18,-86.63692574,34.75772898
Capital Care of Toledo***,http://www.capitalcarenetwork.com/,(800) 282-9490,Toledo,Ohio,"1160 W Sylvania Ave, Toledo, Ohio",10/2/18,-83.569171,41.69260767
Founder's Women's Health Center***,http://www.founderswhc.com/,(614) 251-1818,Columbus,Ohio,"1243 E Broad St, Columbus, Ohio",10/2/18,-82.96759622,39.96595911
Northeast Ohio Women's Center-Akron***,http://northeastohioabortion.com/,(330) 923-4009 ,Cuyahoga Falls,Ohio,"2127 State Rd, Cuyahoga Falls, Ohio",10/2/18,-81.50819338,41.1364681
Northeast Ohio Women's Center- Cleveland***,http://northeastohioabortion.com/,(330) 923-4009,Shaker Heights,Ohio,"3461 Warrensville Center Rd, Shaker Heights, Ohio",10/2/18,-81.53616418,41.46530364
Preterm***,https://www.preterm.org/,877-PRETERM (877-773-8376) ,Cleveland,Ohio,"12000 Shaker Blvd, Cleveland, Ohio",10/2/18,-81.59931645,41.48429816
Planned Parenthood- Bedford Heights Surgery Center***,https://www.plannedparenthood.org/health-center/ohio/bedford-heights/44146/bedford-heights-surgery-center-4061-91230,(440) 232-9732,Bedford Heights,Ohio,"25350 Rockside Rd, Bedford Heights, Ohio",10/2/18,-81.50022784,41.40938674
Planned Parenthood- Cincinnati Surgery Center***,https://www.plannedparenthood.org/health-center/ohio/cincinnati/45219/cincinnati-surgical-center-3347-91260,(513) 287-6488 ,Cincinnati,Ohio,"2314 Auburn Avenue, Cincinnati, Ohio",10/2/18,-84.508309,39.12373433
Planned Parenthood- East Columbus Surgery Center***,https://www.plannedparenthood.org/health-center/ohio/columbus/43213/east-columbus-surgical-center-2335-91230,(614) 222-3531 ,Columbus,Ohio,"3255 East Main Street, Columbus, Ohio",10/2/18,-82.91130173,39.956393
Women's Med- Dayton ***,http://www.womensmed.com/locations/dayton-oh/,(937) 293-3917,Dayton,Ohio,"1401 E. Stroop Road, Dayton, Ohio",10/2/18,-84.14200123,39.688948
Planned Parenthood- NW OKC Health Center*,https://www.plannedparenthood.org/health-center/oklahoma/warr-acres/73132/nw-okc-health-center-4227-90740,(405) 603-4884 ,Warr Acres,Oklahoma,"6112 NW 63rd St, Warr Acres, Oklahoma",1/26/18,-97.62196965,35.53676759
Reproductive Services- OK***,http://reproductiveservices.com/,(800) 821-7237 ,Tulsa,Oklahoma,"6136 E 32nd Pl, Tulsa, Oklahoma",1/26/18,-95.90752497,36.11599333
Trust Women South Women's Health Center Oklahoma City***,http://www.southwindwomenscenter.org/,(405) 429-7940 ,Oklahoma City,Oklahoma,"1240 SW 44th St, Oklahoma City, Oklahoma",1/26/18,-97.5667388,35.4206604
Lovejoy Surgery Center,http://lovejoysurgicenter.com/,(800) 752-6189,Portland,Oregon,"933 NW 25th Ave, Portland, Oregon",3/17/17,-122.702759,45.52939766
OHSU Center for Women's Health,http://www.ohsu.edu/xd/health/services/women/services/gynecology-and-obstetrics/services/abortion.cfm,(503) 418-4500 ,Portland,Oregon,"808 SW Campus Dr, 7th Floor, Portland, Oregon",3/17/17,-86.63692574,34.75772898
Planned Parenthood- Ashland Health Center,https://www.plannedparenthood.org/health-center/oregon/ashland/97520/ashland-health-center-2370-91380,(541) 482-8700 ,Ashland,Oregon,"1532 Siskiyou Blvd., Ashland, Oregon",3/17/17,-122.6889682,42.18393351
Planned Parenthood- Beaverton Health Center,https://www.plannedparenthood.org/health-center/oregon/beaverton/97005/beaverton-center-2410-91400,(888) 875-7820 ,Beaverton,Oregon,"12220 SW First St, Beaverton, Oregon",3/17/17,-86.63692574,34.75772898
Planned Parenthood- Bend Health Center,https://www.plannedparenthood.org/health-center/oregon/bend/97701/bend-health-center-2373-91400,(888) 875-7820 ,Bend,Oregon,"2330 NE Division St., Bend, Oregon",3/17/17,-121.3057603,44.07287053
Planned Parenthood- Eugene- Springfield Health Center,https://www.plannedparenthood.org/health-center/oregon/eugene/97403/eugene-springfield-health-center-4075-91380,(541) 344-9411 ,Eugene,Oregon,"3579 Franklin Blvd, Eugene, Oregon",3/17/17,-123.0408413,44.0449299
Planned Parenthood- Milwaukie- Oak Grove Health Center,https://www.plannedparenthood.org/health-center/oregon/milwaukie/97267/milwaukie-oak-grove-center-4195-91400,(888) 875-7820,Milwaukie ,Oregon,"14411 SE McLoughlin Blvd, Milwaukie , Oregon",3/17/17,-122.6398462,45.4578939
Planned Parenthood- NE Portland Health Center,https://www.plannedparenthood.org/health-center/oregon/portland/97212/ne-portland-center-3943-91400,(888) 875-7820,Portland,Oregon,"3727 NE Martin Luther King Jr. Boulevard, Portland, Oregon",3/17/17,-122.661821,45.5498649
Planned Parenthood- SE Portland Health Center,https://www.plannedparenthood.org/health-center/oregon/portland/97206/se-portland-center-3353-91400,(888) 875-7820 ,Portland,Oregon,"3231 SE 50th, Portland, Oregon",3/17/17,-86.63692574,34.75772898
Planned Parenthood- Salem Health Center,https://www.plannedparenthood.org/health-center/oregon/salem/97305/salem-center-2412-91400,(888) 875-7820,Salem,Oregon,"3825 Wolverine St., NE, Salem, Oregon",3/17/17,-86.63692574,34.75772898
Allentown Women's Center,https://allentownwomenscenter.com/,(877) 342-5292,Bethlehem,Pennsylvania,"31 S Commerce Way, Bethlehem, Pennsylvania",4/14/17,-75.3741922,40.67343035
Allegheny Reproductive Health Clinic,http://www.alleghenyreproductive.com/,(800) 221-3988,Pittsburg,Pennsylvania,"5910 Kirkwood St, Pittsburg, Pennsylvania",3/17/17,-79.92582028,40.46234685
Bruce Berger M.D. and Cahrles Benjamin D.O.,http://www.bergerbenjamin.com/,(215) 424-0222,Philadelphia,Pennsylvania,"1335 W Tabor Rd, Philadelphia, Pennsylvania",3/17/17,-75.14397037,40.03817663
Delaware County Women's Center,http://delawarecountywomenscenter.com/,(610) 874-4361 ,Chester,Pennsylvania,"1 Medical Center Blvd., Chester, Pennsylvania",3/17/17,-86.63692574,34.75772898
Philadelphia Women's Center,http://philadelphiawomenscenter.com/,(800) 869-2330,Philadelphia,Pennsylvania,"777 Appletree St, Philadelphia, Pennsylvania",3/17/17,-75.15256631,39.95367586
Planned Parenthood- Allentown Health Center,https://www.plannedparenthood.org/health-center/pennsylvania/allentown/18101/allentown-medical-center-2723-91410,(610) 439-1033,Allentown,Pennsylvania,"29 North Ninth Street, Allentown, Pennsylvania",3/17/17,-86.63692574,34.75772898
Planned Parenthood- Harrisburg Health Center,https://www.plannedparenthood.org/health-center/pennsylvania/harrisburg/17102/harrisburg-medical-center-3357-91410,(717) 234-2468,Harrisburg,Pennsylvania,"1514 North Second Street, Harrisburg, Pennsylvania",3/17/17,-86.63692574,34.75772898
Planned Parenthood- Norristown Abortion Center,https://www.plannedparenthood.org/health-center/pennsylvania/norristown/19401/norristown-abortion-center-3952-91460,(610) 279-6095,Norristown,Pennsylvania,"1221 Powell Street, Norristown, Pennsylvania",3/17/17,-75.3372053,40.1234094
Planned Parenthood- Far Northeast Surgical Center,https://www.plannedparenthood.org/health-center/pennsylvania/philadelphia/19154/far-northeast-surgical-center-3441-91460,(215) 464-2225 ,Philadelphia,Pennsylvania,"2751 Comly Rd, Philadelphia, Pennsylvania",3/17/17,-75.00084973,40.10424584
Planned Parenthood- Locust Street Surgical Centre,https://www.plannedparenthood.org/health-center/pennsylvania/philadelphia/19107/locust-street-surgical-center-3360-91460,(215) 351-5550,Philadelphia,Pennsylvania,"1144 Locust Street, Philadelphia, Pennsylvania",3/17/17,-75.16054608,39.94762985
Planned Parenthood- PPWP/ Women's Health Services,https://www.plannedparenthood.org/health-center/pennsylvania/pittsburgh/15222/ppwp-women's-health-services-3359-91470,(412) 434-8971,Pittsburgh,Pennsylvania,"933 Liberty Avenue, Pittsburgh, Pennsylvania",3/17/17,-79.99635157,40.44344378
Planned Parenthood- Reading Health Center,https://www.plannedparenthood.org/health-center/pennsylvania/reading/19602/reading-medical-center-2725-91410,(610) 376-8061 ,Reading,Pennsylvania,"48 South Fourth Street, Reading, Pennsylvania",3/17/17,-86.63692574,34.75772898
Planned Parenthood- Warminster Health Center,https://www.plannedparenthood.org/health-center/pennsylvania/warminster/18974/warminster-medical-center-2510-91410,(215) 957-7980,Warminster,Pennsylvania,"610 Louis Drive, Warminster, Pennsylvania",3/17/17,-75.0865133,40.20111955
Planned Parenthood- West Chester Surgical Center,https://www.plannedparenthood.org/health-center/pennsylvania/west-chester/19382/west-chester-surgical-center-3918-91460,(610) 692-1770,West Chester,Pennsylvania,"8 S Wayne Street, West Chester, Pennsylvania",3/17/17,-75.61034156,39.956914
Planned Parenthood- York Health Center,https://www.plannedparenthood.org/health-center/pennsylvania/york/17401/york-medical-center-3786-91410,(717) 845-9681,York,Pennsylvania,"728 South Beaver St, York, Pennsylvania",3/17/17,-76.72483091,39.95211554
Planned Parenthood- Providence Health Center***,https://www.plannedparenthood.org/health-center/rhode-island/providence/02903/providence-health-center-3362-90220,(401) 421-9620 ,Providence,Rhode Island,"111 Point Street, Providence, Rhode Island",1/10/18,-71.407778,41.81642614
Women's Medical Center of Rhode Island***,http://www.wmcri.com/,(800) 877-6339,Cranston,Rhode Island,"1725 Broad St, Cranston, Rhode Island",1/10/18,-71.40076208,41.77930986
Greenville Women's Center***,https://www.greenvillewomensclinic.com/,(864) 232-1584 ,Greenville,South Carolina,"1142 Grove Rd, Greenville, South Carolina",3/1/18,-82.42117775,34.80826275
Planned Parenthood- Columbia Health Center***,https://www.plannedparenthood.org/health-center/south-carolina/columbia/29204/columbia-health-center-2646-90860,(803) 256-4908 ,Columbia,South Carolina,"2712 Middleburg Dr, Columbia, South Carolina",3/1/18,-86.63692574,34.75772898
Planned Parenthood- Sioux Falls Center***,https://www.plannedparenthood.org/health-center/south-dakota/sioux-falls/57106/sioux-falls-clinic-2738-90720,(605) 361-5100 ,Sioux Falls,South Dakota,"6511 West 41st Street, Sioux Falls, South Dakota",10/4/18,-96.80638673,43.51473185
Bristol Regional Women's Center***,http://www.bristolregionalwomenscenter.com/,(423) 968-2182 ,Bristol,Tennessee,"2901 W State St, Bristol, Tennessee",3/1/18,-82.21950493,36.59237967
Choices- Memphis Center for Reproductive Health***,https://memphischoices.org/,(800) 843-9895 ,Memphis,Tennessee,"29 S Bellevue Blvd, Memphis, Tennessee",3/1/18,-90.02099403,35.13899242
Knoxville Center for Reproductive Health***,http://kcrh.com/,(800) 325-5357,Knoxville,Tennessee,"1547 W Clinch Ave, Knoxville, Tennessee",3/1/18,-86.63692574,34.75772898
Planned Parenthood- Knoxville Health Center*,https://www.plannedparenthood.org/health-center/tennessee/knoxville/37914/knoxville-health-center-2610-91560,(865) 694-7155 ,Knoxville,Tennessee,"710 North Cherry St., Knoxville, Tennessee",3/1/18,-83.89668392,35.98937882
Planned Parenthood- Memphis Health Center***,https://www.plannedparenthood.org/health-center/tennessee/memphis/38112/memphis-health-center-3348-91550,(901) 725-1717 ,Memphis,Tennessee,"2430 Poplar Avenue, Memphis, Tennessee",3/1/18,-89.97971579,35.1396914
Planned Parenthood- Memphis Health Center near Summer and I240*,https://www.plannedparenthood.org/health-center/tennessee/memphis/38122/memphis-health-center-near-summer-and-i240-4247-91550,(901) 725-1717,Memphis,Tennessee,"835 Virginia Run Cove, Memphis, Tennessee",3/1/18,-89.88276851,35.15746676
Planned Parenthood- Nashville Health Center***,https://www.plannedparenthood.org/health-center/tennessee/nashville/37203/nashville-health-center-2716-91560,(615) 321-7216 ,Nashville,Tennessee,"412 Dr. D.B. Todd, Jr. Blvd, Nashville, Tennessee",3/1/18,-86.63692574,34.75772898
The Women's Center***,http://www.nashvillewomenscenter.com/,1-800-847-5107,Nashville,Tennessee,"419 Welshwood Dr, Nashville, Tennessee",3/1/18,-86.72897358,36.08242266
Alamo Women's Reproductive Services,http://alamowomensclinic.com/,(210) 816-2307 ,San Antonio,Texas,"7402 John Smith Dr, San Antonio, Texas",3/23/17,-98.5859834,29.50629958
Austin Women's Health Center,http://www.austinwomenshealth.com/,(800) 252-7016 ,Austin,Texas,"1902 S IH 35 Frontage Rd, Austin, Texas",3/23/17,-86.63692574,34.75772898
Coastal Birth Control Center,http://www.coastalbirthcontrolcenter.com/,(210) 614-4742,Corpus Christi,Texas,"1901 Morgan Ave, Corpus Christi, Texas",3/23/17,-97.410076,27.778183
Hilltop Women's Reproductive Clinic,http://www.hilltopwomensreproductive.org/,(915) 542- 2811 ,El Paso,Texas,"500 E Schuster Ave, El Paso, Texas",3/23/17,-106.494027,31.771357
Northpark Medical Group,http://texasabortioninformation.com/index.htm,(214) 361-8585 ,Dallas,Texas,"8363 Meadow Rd, Dallas, Texas",3/23/17,-96.75977286,32.88649105
Planned Parenthood- South Austin Health Center,https://www.plannedparenthood.org/health-center/texas/austin/78704/south-austin-health-center-2397-91620,(512) 276-8000 ,Austin,Texas,"201 E. Ben White Blvd, Austin, Texas",3/23/17,-97.76302964,30.2210675
Planned Parenthood- South Dallas Surgical Health Services Center,https://www.plannedparenthood.org/health-center/texas/dallas/75237/south-dallas-surgical-health-services-center-4149-91620,(214) 373-1868,Dallas,Texas,"7989 West Virginia Drive, Dallas, Texas",3/23/17,-96.876366,32.64914935
Planned Parenthood- Southwest Fort Worth Health Center,https://www.plannedparenthood.org/health-center/texas/fort-worth/76132/southwest-fort-worth-health-center-4101-91620,(817) 276-8063 ,Fort Worth,Texas,"6464 John Ryan Drive, Fort Worth, Texas",3/23/17,-97.42012499,32.65551927
Planned Parenthood- Center for Choice Ambulatory Surgical Center,https://www.plannedparenthood.org/health-center/texas/houston/77023/planned-parenthood-center-for-choice-ambulatory-surgical-center-(abortion)-2292-91650,(713) 535-2400,Houston,Texas,"4600 Gulf Freeway, Houston, Texas",3/23/17,-95.1622641,29.562161
Planned Parenthood- South Texas Health Center,https://www.plannedparenthood.org/health-center/texas/san-antonio/78229/planned-parenthood---south-texas-medical-center-2967-91710,(210) 736-2262 ,San Antonio,Texas,"2140 Babcock Rd, San Antonio, Texas",3/23/17,-98.58177127,29.50266192
Reproductive Systems,http://reproductiveservicestexas.com/,800-575-8603,El Paso,Texas,"1511 E Missouri Ave, El Paso, Texas",3/16/17,-106.4767661,31.77021949
Southwestern Women's Surgery Center,https://southwesternwomens.com/,1-800-727-2255,Dallas,Texas,"8616 Greenville Ave, Dallas, Texas",3/23/17,-96.7580505,32.8864968
Suburban Women's Clinic (NW Houston),http://www.suburbanwomensclinic.com/,1-800-233-0608,Houston,Texas,"17070 Red Oak Dr., Houston, Texas",3/23/17,-95.5792635,31.4086168
Suburban Women's Clinic- SW Houston,http://www.suburbanwomensclinic.com/,(713) 526-6500 ,Houston,Texas,"3101 Richmond Ave, Houston, Texas",3/23/17,-95.4248949,29.7335782
Texas Ambulatory Surgical Center,http://www.aaronclinic.com/,(713) 272-6900 ,Houston,Texas,"2505 N Shepherd Dr, Houston, Texas",3/23/17,-95.4104908,29.80908035
The Houston Women's Clinic,http://houstonwomensclinic.com/,1-800-646-4483,Houston,Texas,"4820 San Jacinto St, Houston, Texas",3/23/17,-95.367916,29.749929
Whole Women's Health of Fort Worth,http://wholewomanshealth.com/fort-worth/whole-womans-health-of-fort-worth.html,(800) 778-2444 ,Fort Worth,Texas,"3256 Lackland Rd, Fort Worth, Texas",3/23/17,-97.43522181,32.72514565
Whole Women's Health of McAllen,http://wholewomanshealth.com/mcallen/whole-womans-health-of-mcallen.html,(956) 686-2137 ,McAllen,Texas,"802 S Main St, McAllen, Texas",3/23/17,-98.23581141,26.19657119
Whole Women's Health of San Antonio,http://wholewomanshealth.com/san-antonio/whole-womans-health-of-san-antonio.html,(210) 549-4084 ,San Antonio,Texas,"4025 E Southcross Bldg, San Antonio, Texas",3/23/17,-86.63692574,34.75772898
Planned Parenthood- Metro Health Center***,https://www.plannedparenthood.org/health-center/utah/salt-lake-city/84102/metro-health-center-3958-91730,(801) 257-6789,Salt Lake City,Utah,"160 South 1000 East, Salt Lake City, Utah",1/16/18,-111.8628773,40.7658217
Wasatch Women's Center***,http://www.wasatchwomenscenter.net/,(801) 263-2111,Salt Lake City,Utah,"715 E 3900 S, Salt Lake City, Utah",1/16/18,-86.63692574,34.75772898
Planned Parenthood- Barre Health Center*,https://www.plannedparenthood.org/health-center/vermont/barre/05641/barre-health-center-2654-91770,(802) 476-6696 ,Barre,Vermont,"90 Washington Street, Barre, Vermont",1/26/18,-72.496965,44.194813
Planned Parenthood- Bennington Health Center*,https://www.plannedparenthood.org/health-center/vermont/bennington/05201/bennington-health-center-2655-91770,(802) 442-8166,Bennington,Vermont,"194 North Street, Bennington, Vermont",1/26/18,-73.19713,42.881024
Planned Parenthood- Burlington Health Center***,https://www.plannedparenthood.org/health-center/vermont/burlington/05401/burlington-health-center-2650-91770,(802) 863-6326 ,Burlington,Vermont,"183 Saint Paul Street, Burlington, Vermont",1/26/18,-73.2141058,44.4743114
Planned Parenthood- Rutland Health Center***,https://www.plannedparenthood.org/health-center/vermont/rutland/05701/rutland-health-center-4229-91770,(802) 775-2333 ,Rutland,Vermont,"11 Burnham Avenue, Rutland, Vermont",1/26/18,-72.97596226,43.61228948
Planned Parenthood- White River Junction Health Center***,https://www.plannedparenthood.org/health-center/vermont/white-river-junction/05001/white-river-junction-health-center-2745-91770,(802) 281-6056 ,White River Junction,Vermont,"79 South Main St, White River Junction, Vermont",1/26/18,-72.3190612,43.647488
Planned Parenthood- Williston Health Center*,https://www.plannedparenthood.org/health-center/vermont/williston/05495/williston-health-center-3317-91770,(802) 879-4800,Williston,Vermont,"75 Talcott Road, Williston, Vermont",1/26/18,-73.10379147,44.44930637
A Capital Women's Health***,http://capitalwomenshealth.com/,(804) 754-1928 ,Richmond,Virginia,"1511 Starling Dr, Richmond, Virginia",3/1/18,-86.63692574,34.75772898
A Tidewater Women's Health Clinic***,http://www.yourchoice-va.com/,(800) 490-0011,Norfolk,Virginia,"891 Norfolk Square, Norfolk, Virginia",3/1/18,-76.23276499,36.8530403
American Women's Services- Fairfax*** (!),http://www.americanwomensservices.com/index.php,(800) 854-7280 ,Fairfax,Virginia,"8316 Arlington Blvd , Fairfax, Virginia",3/1/18,-77.23259495,38.86573818
American Women's Services- Virginia Women's Wellness*** (!),http://www.americanwomensservices.com/index.php,1-800-478-9065 ,Virginia Beach,Virginia,"224 Groveland Rd, Virginia Beach, Virginia",3/1/18,-76.08563151,36.84133465
Annandale Women and Family Center***,http://www.awfc.net/,(703) 751-4702,Alexandria,Virginia,"2839 Duke St, Alexandria, Virginia",3/1/18,-77.08062037,38.8071407
Falls Church Healthcare Center***,https://fallschurchhealthcare.com/,(800) 228-3561 ,Falls Church,Virginia,"900 S Washington St, Falls Church, Virginia",3/1/18,-77.18306265,38.87927085
Planned Parenthood- Charlottesville Health Center***,https://www.plannedparenthood.org/health-center/virginia/charlottesville/22901/charlottesville-health-center-2815-90860,(434) 296-1000,Charlottesville ,Virginia,"2964 Hydraulic Road, Charlottesville , Virginia",3/1/18,-78.48853,38.058277
Planned Parenthood- Hampton Health Center,https://www.plannedparenthood.org/health-center/virginia/hampton/23666/hampton-health-center-4164-91750,(757) 826-2079,Hampton,Virginia,"403 Yale Dr, Hampton, Virginia",3/1/18,-76.4236271,37.0307114
Planned Parenthood- Richmond Health Center***,https://www.plannedparenthood.org/health-center/virginia/richmond/23221/richmond-health-center-3913-91750,(804) 355-4358 ,Richmond,Virginia,"201 N Hamilton Street, Richmond, Virginia",3/1/18,-77.49036469,37.55950905
Planned Parenthood- Roanoke Health Center***,https://www.plannedparenthood.org/health-center/virginia/roanoke/24017/roanoke-health-center-2768-90860,(540) 562-3457,Roanoke,Virginia,"2207 Peters Creek Road, Roanoke, Virginia",3/1/18,-86.63692574,34.75772898
Planned Parenthood- Virginia Beach Health Center**,https://www.plannedparenthood.org/health-center/virginia/virginia-beach/23462/virginia-beach-health-center-4166-91750,(757) 499-7526 ,Virginia Beach,Virginia,"515 Newtown Road, Virginia Beach, Virginia",3/1/18,-76.17744426,36.8573054
Whole Women's Health of Charlottesville***,https://wholewomanshealth.com/clinic/whole-womans-health-of-charlottesville/#location,(434) 973-4888,Charlottesville,Virginia,"2321 Commonwealth Drive, Charlottesville, Virginia",3/1/18,-86.63692574,34.75772898
All Women's Care,http://www.awcseattle.com/,888-94-WOMEN (96636),Seattle,Washington,"9730 3rd Ave NE, Seattle, Washington",3/16/17,-122.325279,47.70008045
All Women's Health,http://www.allwomenshealthtacoma.com/,(877) 471-3464 ,Tacoma,Washington,"3711 Pacific Ave, Tacoma, Washington",3/16/17,-122.4339265,47.22452606
Cedar River Clinics- Renton,http://www.cedarriverclinics.org/,(800) 572-4223 ,Renton,Washington,"263 Rainier Ave S, Renton, Washington",1/24/17,-122.2185605,47.48087285
Cedar River Clinics- Seattle,http://www.cedarriverclinics.org/,(800) 572-4223 ,Seattle,Washington,"509 Olive Way, Seattle, Washington",1/24/17,-122.3366229,47.61273165
Cedar River Clinics- Tacoma,http://www.cedarriverclinics.org/,(800) 572-4223,Tacoma,Washington,"1401 M.L.K. Jr Way, Tacoma, Washington",1/24/17,-86.63692574,34.75772898
Planned Parenthood- Eastside/Bellevue Health Center,https://www.plannedparenthood.org/health-center/washington/bellevue/98007/eastside-bellevue-health-center-4151-91810,(800) 769-0045 ,Bellevue,Washington,"14730 NE 8th St., Bellevue, Washington",3/16/17,-122.1630322,47.6171669
Planned Parenthood- Bellingham Health Center,https://www.plannedparenthood.org/health-center/washington/bellingham/98225/bellingham-health-center-2454-91780,(360) 734-9095,Bellingham,Washington,"1530 Ellis Street, Bellingham, Washington",3/16/17,-122.4715514,48.74964027
Planned Parenthood- Bremerton Health Center,https://www.plannedparenthood.org/health-center/washington/bremerton/98310/bremerton-health-center-2461-91810,(800) 769-0045,Bremerton,Washington,"723 NE Riddell Road, Bremerton, Washington",3/16/17,-122.6287163,47.6068596
Planned Parenthood- Centraila Health Center,https://www.plannedparenthood.org/health-center/washington/centralia/98531/centralia-health-center-2453-91810,(800) 769-0045,Centralia,Washington,"1020 W Main Street, Centralia, Washington",3/16/17,-122.9657942,46.71847982
Planned Parenthood- Everett Health Center,https://www.plannedparenthood.org/health-center/washington/everett/98201/everett-health-center-2994-91810,(800) 769-0045,Everett,Washington,"1509 32nd St., Everett, Washington",3/16/17,-122.209636,47.97543005
Planned Parenthood- Federal Way Health Center,https://www.plannedparenthood.org/health-center/washington/federal-way/98003/federal-way-health-center-2503-91810,(800) 769-0045,Federal Way,Washington,"1105 S 348th Street, Federal Way, Washington",3/16/17,-122.319968,47.2890052
Planned Parenthood- Kennewick Health Center,https://www.plannedparenthood.org/health-center/washington/kennewick/99336/kennewick-health-center-2404-91850,(866) 904-7721,Kennewick,Washington,"7426 W. Bonnie Pl., Kennewick, Washington",3/16/17,-119.2178558,46.23188885
Planned Parenthood- Kent Valley Health Center,https://www.plannedparenthood.org/health-center/washington/kent/98031/kent-valley-health-center-2501-91810,(800) 769-0045,Kent,Washington,"10056 SE 240th, Kent, Washington",3/16/17,-122.2050912,47.38743445
Planned Parenthood- Lynnwood Health Center,https://www.plannedparenthood.org/health-center/washington/lynnwood/98036/lynnwood-health-center-2996-91810,(800) 769-0045 ,Lynnwood,Washington,"19505 76th Ave W., Lynnwood, Washington",3/16/17,-122.3352373,47.8220159
Planned Parenthood- Marysville Health Center,https://www.plannedparenthood.org/health-center/washington/marysville/98271/marysville-health-center-2457-91810,(800) 769-0045 ,Marysville,Washington,"10210 State Ave., Marysville, Washington",3/16/17,-122.1740821,48.0878784
Planned Parenthood- Mount Vernon Health Center,https://www.plannedparenthood.org/health-center/washington/mt.-vernon/98274/mt.-vernon-health-center-2843-91780,(360) 848-1744 ,Mount Vernon,Washington,"1805 E Division Street, Mount Vernon, Washington",3/16/17,-122.3179098,48.4213472
Planned Parenthood- Olympia Health Center,https://www.plannedparenthood.org/health-center/washington/olympia/98501/olympia-health-center-2460-91810,(800) 769-0045 ,Olympia,Washington,"402 Legion Way, Olympia, Washington",3/16/17,-122.897284,47.043592
Planned Parenthood- Port Angeles Health Center,https://www.plannedparenthood.org/health-center/washington/port-angeles/98362/port-angeles-health-center-3972-91810,(800) 769-0045,Port Angeles,Washington,"426 East 8th Street, Port Angeles, Washington",3/16/17,-123.4323288,48.1101132
Planned Parenthood- Pullman Health Center,https://www.plannedparenthood.org/health-center/washington/pullman/99163/pullman-health-center-2793-91850,(866) 904-7721,Pullman,Washington,"1525 SE King Drive, Pullman, Washington",3/16/17,-117.1786786,46.7157213
Planned Parenthood- Puyallup Health Center,https://www.plannedparenthood.org/health-center/washington/puyallup/98373/puyallup-health-center-2504-91810,(800) 769-0045 ,Puyallup,Washington,"702-30th Ave SW, Puyallup, Washington",3/16/17,-122.3019147,47.16298939
Planned Parenthood- First Hill Health Center,https://www.plannedparenthood.org/health-center/washington/seattle/98104/first-hill-health-center-4069-91810,(800) 769-0045,Seattle,Washington,"1229 Madison St, Seattle, Washington",3/16/17,-122.3220667,47.61016545
Planned Parenthood- Seattle Health Center,https://www.plannedparenthood.org/health-center/washington/seattle/98122/seattle-health-center-3309-91810,(800) 769-0045,Seattle,Washington,"2001 E Madison, Seattle, Washington",3/16/17,-122.305143,47.6174445
Planned Parenthood- Seattle Northgate Health Center,https://www.plannedparenthood.org/health-center/washington/seattle/98133/seattle-northgate-3975-91810,(800) 769-0045 ,Seattle,Washington,"2111 N. Northgate Way, Seattle, Washington",3/16/17,-122.3333216,47.7084631
Planned Parenthood- White Center- West Seattle Health Center,https://www.plannedparenthood.org/health-center/washington/seattle/98106/white-center---west-seattle-health-center-4161-91810,(800) 769-0045,Seattle,Washington,"9942 8th Avenue SW, Seattle, Washington",4/14/17,-122.3449624,47.5140665
Planned Parenthood- Shelton Health Center,https://www.plannedparenthood.org/health-center/washington/shelton/98584/shelton-health-center-2462-91810,(800) 769-0045,Seattle,Washington,"2505 Olympic Hwy N, Seattle, Washington",3/16/17,-86.63692574,34.75772898
Planned Parenthood- Spokane Health Center,https://www.plannedparenthood.org/health-center/washington/spokane/99207/spokane-health-center-2794-91850,(866) 904-7721,Spokane,Washington,"123 E. Indiana Ave., Spokane, Washington",3/16/17,-117.4077082,47.67526945
Planned Parenthood- Spokane Valley Health Center,https://www.plannedparenthood.org/health-center/washington/spokane-valley/99206/spokane-valley-health-center-2792-91850,(866) 904-7721,Spokane Valley,Washington,"12104 E. Main Ave, Spokane Valley, Washington",3/16/17,-117.2422493,47.65882965
Planned Parenthood- Tacoma Health Center,https://www.plannedparenthood.org/health-center/washington/tacoma/98405/tacoma-health-center-4106-91810,(800) 769-0045,Tacoma,Washington,"1515 Martin Luther King Jr. Way, Tacoma, Washington",3/16/17,-122.4506084,47.24766186
Planned Parenthood- Vancouver Health Center,https://www.plannedparenthood.org/health-center/washington/vancouver/98684/vancouver-center-2455-91400,(888) 875-7820,Vancouver,Washington,"11516 SE Mill Plain Blvd, Vancouver, Washington",3/16/17,-122.5648976,45.6209479
Planned Parenthood- Walla Walla Health Center,https://www.plannedparenthood.org/health-center/washington/walla-walla/99362/walla-walla-health-center-2405-91850,(866) 904-7721 ,Walla Walla,Washington,"828 S. First Ave., Walla Walla, Washington",3/16/17,-86.63692574,34.75772898
